token,count
ɛgu,1
kachɛ,1
ontie,1
amanaman,1
nsɛmmisa,1
bɛsua,1
aduɔkron,1
keka,1
ntoboaseɛ,1
twɛn,1
wobɛdu,1
botaeɛ,1
nwomawa,1
krado,1
ɔbɛboa,1
frɛfrɛ,1
onni,1
ɔboafoɔ,1
ɔfata,1
komm,1
delila,1
ɔdi,1
filistini,1
wɔbɛnya,1
awɔfoɔ,1
ahwɛ,1
wasra,1
atwerɛsɛm,1
wɔsra,1
wɔnnom,1
twerɛe,1
atirim,1
atuatew,1
ɛntumi,1
mepawkyɛw,1
mesrɛ,1
atɛmmufo,1
dununson,1
dununwɔtwe,1
bɛpɛ,1
woeyi,1
wakwan,1
fekubɔ,1
american,1
mum,1
kasamu,1
atwerɛfoɔ,1
anyɛntumi,1
ansee,1
hwe,1
nnyama,1
yee,1
oreye,1
yɛyere,1
ɔkyekye,1
ankorankora,1
ɔdwomtofoɔ,1
atemmuo,1
m'adeɛ,1
asompɔfoɔ,1
wowatwen,1
odiyifo,1
yedie,1
behyira,1
yɛawie,1
asɛmhua,1
awɔ,1
okunu,1
nwankwan,1
nkrɔfoɔ,1
amansan,1
shallum,1
wɔboaa,1
ɔmiaa,1
abanmɔ,1
usia,1
games,1
nakwan,1
dɛdamu,1
akwantuofoɔ,1
faso,1
akyirikyiri,1
wɔbra,1
leviticus,1
wodwen,1
yɛkɔɔ,1
ɛnanso,1
lasaro,1
mɛbaeɛ,1
adan,1
ɛrekɔsoro,1
kɔeakyiri,1
wɔgu,1
wanim,1
mpɔtam,1
wasi,1
sugia,1
aguo,1
asuo,1
totoɔ,1
ɔsrɛni,1
ɔhyiraa,1
ahotɔsɔɔ,1
wobɛtie,1
wɔduu,1
wɔnnye,1
wɔbisae,1
mihunu,1
yɛwaree,1
ahennywa,1
ontumi,1
dan,1
ɛbɛha,1
ahyehyɛdeɛ,1
nkyɛkyɛm,1
yebedi,1
yɛbɛda,1
yɛbɛgye,1
ahoadwenne,1
memfata,1
wofrɛ,1
luke,1
dunu,1
wohia,1
bɛfa,1
wɔadwimi,1
sɛɛ,1
akomato,1
wobɛbua,1
yɛasubɔ,1
ɛnam,1
onyaa,1
akokoɔduro,1
nsumo,1
nagya,1
oh,1
eddie,1
wɔpaw,1
nananmu,1
nnipakuo,1
dwirii,1
mehwɛɛ,1
manim,1
meyere,1
tee,1
ɔankɔ,1
ɛmmu,1
mebɛtena,1
danseni,1
children,1
rutherford,1
yɛnyaa,1
n'asomfoɔ,1
kyerɛw,1
mabusua,1
ntɔatoasoɔ,1
tutu,1
nasɛm,1
wiara,1
daae,1
ansɔre,1
nnomaa,1
guɔ,1
ɔbotan,1
ɛfifii,1
ɛwue,1
sɛnsu,1
ɛteɛ,1
wɔnya,1
nron,1
ɔbea,1
kwasea,1
n'atie,1
afutu,1
ntadehyɛ,1
ahoosiesie,1
ɔbɛbom,1
papaapa,1
ɔntwe,1
n'asɔmfo,1
tenenee,1
ɔbaapa,1
ɔboaa,1
ahwɛsoɔ,1
yetumi,1
teokrasi,1
skuul,1
adidi,1
woasua,1
mebusem,1
fɛm,1
ɔkye,1
ɔfi,1
wɔapue,1
sɔreɛ,1
ɛchiadeɛ,1
adɛntia,1
ɔdwenywen,1
nkyia,1
wɔa,1
mɛware,1
enso,1
rosa,1
amfa,1
ansi,1
atena,1
atorɔsom,1
corintofoɔ,1
yn,1
adwenem,1
ay,1
wɔnnu,1
mminsa,1
abom,1
fapɔn,1
abiesa,1
wɔakɔ,1
ahokyerɛ,1
yɛfi,1
dwenne,1
wɔboa,1
nkyene,1
nnfa,1
nnkame,1
onyansafufo,1
ɔbɛkɔ,1
ɔbɛtu,1
yɛadi,1
bɛyɛɛ,1
ebubuu,1
wahab,1
akora,1
yɛnnya,1
abusuafo,1
nyae,1
asuafoɔ,1
ayere,1
abotɔyɛ,1
amaba,1
worekyerɛkyerɛ,1
w'atiefoɔ,1
wohwehwɛ,1
akasafoɔ,1
bɛtintim,1
eighteen,1
concord,1
street,1
brooklyn,1
mentwɛn,1
ankɔnamyɛ,1
ɔbaabunu,1
kirsten,1
yɛbɛbata,1
yɛabu,1
animtiaa,1
ammɔ,1
yɛntena,1
mframa,1
ɛpɛ,1
yɛhyia,1
ohaw,1
asietim,1
beberee,1
yɛyɛɛ,1
toru,1
awotwa,1
ɔdwen,1
mɛfa,1
mɔtohɔ,1
abaayewa,1
yɛresusu,1
etumi,1
watchtower,1
wɔase,1
suahodoɔ,1
ntɛ,1
wɔtu,1
wɔnom,1
cigarette,1
kakasɛ,1
fe,1
ɔyɛe,1
ɔnokwafoɔ,1
atorodi,1
makɔyɛ,1
wɔnfa,1
helani,1
pɔtɔfoɔ,1
anyansafoɔ,1
mframan,1
mframanfoɔ,1
egyptfoɔ,1
mahwɛ,1
ɔyerenom,1
ɛsɔ,1
amfasoɔ,1
woahu,1
nsaano,1
akɛse,1
nketewa,1
odie,1
atoro,1
ɛtra,1
ntɔn,1
tɛkrɛma,1
anisoadehu,1
nyadeɛ,1
wobɛhunu,1
adwendwen,1
atosɛm,1
abasɛm,1
nampo,1
ɔnkɔ,1
nwyan,1
ɔbuee,1
nano,1
dwennwen,1
mempɛ,1
tɛm,1
mɛ,1
m'hwɛ,1
dɔm,1
wakye,1
nufoɔ,1
ntwɛn,1
mmerɛsantisanti,1
nsonsonoeɛ,1
jonathan,1
nasetena,1
nkuranya,1
yɛakyekye,1
nnuadɔ,1
ɛnneɛma,1
ayi,1
dɔɔso,1
yɛmobufuo,1
yɛkwati,1
yɛbɛn,1
wayeforohyia,1
charlie,1
ɔfiri,1
islands,1
obɛnya,1
ahobammɔ,1
wɔnhu,1
ɔso,1
wɔfiasie,1
amammuifoɔ,1
opianin,1
dɛtɛm,1
biafra,1
asraafofo,1
wɔwɛn,1
yɛawurɛmu,1
station,1
ernest,1
lowe,1
wɔsuro,1
mmɔbɔ,1
bɛhyɛ,1
daeɛ,1
yonatan,1
akɔsiesie,1
weyi,1
ɔtwerɛɛ,1
mommɔ,1
mibue,1
mano,1
nokoredie,1
kɔsiesie,1
wakyɛdeɛ,1
torodoo,1
mosua,1
pen,1
krɔnkrɔn,1
ahooden,1
yɛbɛtwe,1
sei,1
fekubɔne,1
korinto,1
namo,1
ɛnka,1
pɛn,1
ntie,1
ɔnhwɛ,1
edan,1
hwɛsoɔ,1
wɔbɔɔ,1
owia,1
woankɔyɛ,1
awiee,1
nsɛnkyerɛnne,1
ahenenom,1
kɔboaboa,1
adia,1
mɛbɔ,1
afɔdeɛ,1
safoa,1
mmrasɛm,1
efirisɛ,1
woma,1
enya,1
dunnã,1
afidie,1
tintim,1
yɛkɔfaa,1
ahyɛn,1
mekae,1
gloria,1
wieeɛ,1
wahyehyɛ,1
ɔhonam,1
dunnkron,1
enum,1
ɛbɛdie,1
ɔsoro,1
monkɔnkɔyɛ,1
m'asuafoɔ,1
monmɔ,1
bɛfi,1
ɔbom,1
mene,1
wofi,1
amammerɛ,1
wobɛsua,1
tene,1
nkakrankakra,1
sesa,1
wofa,1
nesa,1
baal,1
aduanna,1
bituel,1
ababaa,1
wɔaba,1
ɔrebɛma,1
asɛmpatrɛfo,1
baadan,1
amradobun,1
nasɛdeɛ,1
ɔbɛhwɛ,1
makatua,1
bɛhohoro,1
wɔate,1
wɔayi,1
mfitiaseɛ,1
wɔbɛgye,1
ɔtoa,1
bɛhyehye,1
mefiri,1
dansefoɔ,1
siesie,1
penee,1
eye,1
wodaso,1
wonnyɛ,1
wobɛto,1
atie,1
ofim,1
mmanaresusɛm,1
wɔadi,1
ahyɛhyɛ,1
ɔnhu,1
inti,1
ɔrenwu,1
awhyɛ,1
february,1
dɛɛ,1
wanya,1
yɛbɛbɛn,1
mempa,1
ɔnkae,1
questions,1
young,1
people,1
ask,1
answers,1
that,1
work,1
moadamhu,1
mesuafɔ,1
kyerɛka,1
bɛkyerɛkyerɛ,1
martha,1
kɔsraa,1
ahobrasɛm,1
nadamfo,1
bɔeɛ,1
ɔbɔfoɔ,1
ayɛmyɛne,1
ahoɔyɛ,1
yɛtu,1
abɔnefo,1
wɔbɛma,1
wɔbɛbɔ,1
bɛwieei,1
tiefo,1
agyedie,1
bɔnefakyɛ,1
pɛyɛ,1
kyɛe,1
asohwɛ,1
be,1
sore,1
yɛsesa,1
yɛfaso,1
redi,1
kɔdi,1
n'ntam,1
ansɛe,1
wɔboaboaa,1
barle,1
mpanoo,1
ɛkaa,1
wɔama,1
wɔbɛhira,1
wɔasakra,1
yɛnsi,1
yɛbɛyere,1
wɔfa,1
wɔbeyi,1
ahonu,1
wokɔ,1
botantim,1
asuasia,1
bataa,1
naomi,1
dunnkrɔn,1
wobɛdi,1
afrɛ,1
n'asetena,1
tiawa,1
from,1
bɛnyɛ,1
mmuemu,1
aserfoɔ,1
ɔkari,1
nneyɛeɛ,1
nade,1
baaeɛ,1
bɔoae,1
wɔhyehyɛɛ,1
nnuane,1
nnakɛmu,1
kɔkyekyɛ,1
wɔhɔ,1
manasseh,1
kɔtoo,1
ɔdwennwen,1
twerɛ,1
awɔtwe,1
march,1
jesus,1
christ,1
seventyfive,1
b,1
c,1
d,1
thirtyfive,1
onokwafoɔ,1
pɛsɛmenkominya,1
ɔtwaa,1
namfo,1
kanka,1
hann,1
adekyeɛ,1
apɔntuo,1
yigyeyigye,1
nsanom,1
mikɔsuaa,1
titriw,1
ɛdidi,1
soɔ,1
neko,1
ntwaa,1
ohia,1
atoyerɛnkyɛm,1
kɔboa,1
kɔyɛɛ,1
baanu,1
adesrɛ,1
ɔbɛtie,1
akɔto,1
n'agya,1
fakyɛ,1
dunnson,1
ahwɛfoɔ,1
bɛsisi,1
atn,1
atmmuo,1
ahy,1
ɔba,1
adisua,1
boguo,1
mmerante,1
yɛhia,1
kãa,1
mmaabun,1
piae,1
wɔrekɔ,1
ayeforɔkunu,1
wɔannya,1
wɔtena,1
abɔdeɛ,1
sarah,1
ɔɔ,1
ɛbɛse,1
ntu,1
bua,1
agu,1
hom,1
mɛtɔ,1
miɛnu,1
akyidifo,1
akomatɔyam,1
ɛkyekye,1
manhu,1
manfa,1
mmɔ,1
ɛnsɛe,1
nhaw,1
nsɛsa,1
metɔ,1
wofii,1
ɔpɔn,1
wokɔbɔɔ,1
yɛreyɛ,1
yɛasiesie,1
ɔnhyɛ,1
nahofadie,1
miles,1
ɔsɔretia,1
ɛntye,1
abɛwieeɛ,1
behunu,1
wɔdwennwen,1
atɛmmufoɔ,1
mmɔborɔhunfoɔ,1
bɛtwɛn,1
kɔdu,1
harry,1
arnott,1
wɔkraman,1
wotee,1
wobɛgye,1
hawa,1
asefoɔ,1
kɔka,1
enye,1
mmesa,1
okwan,1
ben,1
akɔso,1
nteɛso,1
nyansakyere,1
bɛtete,1
efesofoɔ,1
ezra,1
hoyee,1
yebɛhwɛ,1
bildad,1
prɛ,1
mobɛhunu,1
monfrɛ,1
ɔbɛn,1
ɔbɔnefoɔ,1
yɛaruhɔ,1
dummiensa,1
wɔtwerɛ,1
ankae,1
mfonyin,1
nokwaredie,1
dommum,1
woanu,1
woayɛ,1
wabrabɔ,1
wobɛsom,1
ɛbɛsan,1
ɛtoo,1
sisi,1
nnaay,1
anokwafoɔ,1
t,1
heldai,1
tobia,1
ɛwura,1
wɔba,1
aruba,1
wɔmu,1
fiefie,1
badwam,1
bɔnɔ,1
nnante,1
kɔnsrahwɛ,1
bɛhu,1
weinom,1
bɛtwa,1
yudafɔɔ,1
ako,1
ku,1
wubɔ,1
ɔgyidie,1
bɛbam,1
hyiaae,1
ur,1
ɛnkye,1
wɔsɛe,1
ɔnka,1
nsɛnsɛn,1
asɛmka,1
nhyɛaseɛ,1
nsua,1
wɔadikan,1
anwo,1
ɛsu,1
ɔguu,1
ahom,1
yiraa,1
nkenkan,1
onihahfoɔ,1
yɛkɔso,1
egypt,1
woo,1
abɔnefoɔ,1
akapae,1
nyaeɛ,1
salvador,1
mpanin,1
trɛ,1
romafɔ,1
nneyɛɛ,1
bangui,1
central,1
african,1
republic,1
ahinkuro,1
leila,1
nathan,1
knorr,1
kankonim,1
us,1
asɛnnibie,1
kɔni,1
ɛbɔɔ,1
ɛwuram,1
nhwiren,1
ɛtene,1
adane,1
isaiah,1
marian,1
heinz,1
whidholms,1
mmɔfra,1
nsakra,1
anwummere,1
iud,1
ɛdura,1
bɛpraa,1
kɔe,1
mmaransɛm,1
w'asomdwoe,1
asubɔnten,1
asɔretia,1
yesaya,1
bɔfoɔ,1
ahohora,1
ɔdom,1
ohiani,1
akyekyɛ,1
wɔnnwene,1
nnansa,1
nanigye,1
mfifiri,1
sum,1
wɔkum,1
abɛwiee,1
asɛhɔ,1
mmiɛsa,1
wɔtumi,1
arew,1
ɔrekyerɛ,1
wontumi,1
bɛkahu,1
wɔhunu,1
wɔafom,1
yɛafam,1
ntentenso,1
nkɔsoɔ,1
abona,1
afra,1
nnyua,1
afesuo,1
abakan,1
gyata,1
yɛbisa,1
ɛbɛdi,1
wɔaka,1
akɔkwa,1
kɔgye,1
ahyɛase,1
asemasi,1
asawa,1
futuru,1
siriki,1
asikafoɔ,1
ntama,1
monkae,1
nkomhyɛ,1
pɔnkɔ,1
tuntum,1
aane,1
nanobɔ,1
winnipeg,1
canada,1
twim,1
ɛgye,1
nasuafoɔ,1
tan,1
kakyɛre,1
pɛɛ,1
onyame,1
yɛrebɛsua,1
yɛbesua,1
november,1
borɔfo,1
nsemmisa,1
kayerɛkan,1
kɔma,1
atirimpɔ,1
ɔpaw,1
pɛsɛmenkomenya,1
yɛnso,1
saara,1
kunupa,1
ɔyerepa,1
ɔntumi,1
nkɔnya,1
yɛnsuasua,1
rebeka,1
mekɔɔyɛ,1
yuodia,1
ɔhokafo,1
ɛbɛtete,1
hebri,1
foɔ,1
mofam,1
ɔsuaa,1
efise,1
ɔmansin,1
yenni,1
mpampuru,1
pae,1
paee,1
ɔnsa,1
akyinnye,1
ɛhyɛɛ,1
wɔasitim,1
ɔkyerɛkyerɛfo,1
susuu,1
ahwehwɛdeɛ,1
yɛasusu,1
wohu,1
ɔsaa,1
akannifoɔ,1
mmofrase,1
hena,1
tieei,1
ɛkɔɔ,1
nahotefoɔ,1
n'ahennwa,1
ohusiee,1
owusɔreɛ,1
wɔannyane,1
adamoam,1
goliat,1
nkrante,1
twaneti,1
nasrafo,1
wobose,1
obetumi,1
phone,1
rekɔda,1
memma,1
ɛnu,1
akwanhyia,1
caribbean,1
supɔ,1
kra,1
job,1
adɔfoɔ,1
ɛdenidansoa,1
ɔbɛte,1
paanoo,1
onom,1
bobesa,1
gyai,1
ankaediɛ,1
afahyɛ,1
nkɔm,1
asraafodɔm,1
bɛtoa,1
bɛsen,1
yɛbɛdi,1
yɛbɛdwene,1
kannifoɔ,1
apaw,1
awareye,1
yɛbɔmu,1
akwampaeɛ,1
wɔkyerɛw,1
moankasa,1
moanim,1
okromfo,1
gyae,1
yɛdikan,1
nsusui,1
yɛdii,1
adikyere,1
anisoadi,1
hene,1
kores,1
wɔaboto,1
aduɔson,1
yadwene,1
atwerɔ,1
sanee,1
atoa,1
nabal,1
yɛrekyerɛ,1
nnyɛma,1
aheneasa,1
mibisaa,1
menyɛ,1
akata,1
ntebea,1
yɛkɔhwehwɛ,1
gyidifoɔ,1
ahokyere,1
enkyerɛ,1
wankasa,1
wɔfi,1
mmea,1
asia,1
nkatie,1
yɛnkae,1
nyia,1
ɔware,1
kata,1
nnhu,1
ahwere,1
adɔfo,1
ɔdasoɔ,1
hwa,1
ɛmrɛ,1
mra,1
rebisa,1
wɔakyɛw,1
frɛɛ,1
amannɔne,1
ɔteno,1
nsiansia,1
ntwerɛeɛ,1
akyɛde,1
akumatɔyam,1
yɛwerɛ,1
awerekyekyerɛ,1
ɔretwe,1
nia,1
ɔhwehwɛ,1
komam,1
dasoɔ,1
akwansideɛ,1
tenatena,1
wɔabobɔ,1
sanyɛ,1
guano,1
sakura,1
ɔbra,1
rekasa,1
hesekiel,1
wɔkyerɛ,1
ahofadie,1
wɔkã,1
nhia,1
jim,1
carr,1
dantaban,1
mfo,1
seisei,1
mman,1
sinesusu,1
asiesie,1
akanyinsia,1
wɔbɛtwɛn,1
wɔbɛtwɛntwɛn,1
kyɛn,1
ɛhɔ,1
dinn,1
kɔsaa,1
ɔgyae,1
ɛfirisɛ,1
ɛnkyerɛ,1
ahobraseɛ,1
meyɛɛ,1
m'ho,1
m'hun,1
manyɛ,1
siesiee,1
ngyekyerɛmu,1
wɔnfie,1
ahoɔfɛ,1
bɛhwɛ,1
nipadua,1
monyɛ,1
dummiɛnsa,1
dumnnum,1
toom,1
yenim,1
setie,1
n'akokodru,1
nuyam,1
mtim,1
suisuia,1
kɔtena,1
ntamadan,1
canaan,1
mprempren,1
bɔmu,1
timɔden,1
wosi,1
wobɛhyira,1
ntafoɔ,1
wɔsɛ,1
nteteeɛ,1
wɔnyaeɛ,1
yɛabɔ,1
onmua,1
ɛtwaam,1
akade,1
wɔamma,1
rehoboam,1
afutupa,1
wɔtuu,1
mehyɛɛ,1
akɔmisa,1
meyɛ,1
okwampaeɛfoɔ,1
aduasia,1
wɔma,1
yudafo,1
antiokia,1
anni,1
waba,1
worekyerɛ,1
wasua,1
amanneɛ,1
kyerɛkyerɛe,1
nabrabɔ,1
amane,1
nnyae,1
mɔ,1
amansini,1
nigeria,1
wɔkoo,1
nnɛpa,1
monsakra,1
kyerɛsɛm,1
wɔkeka,1
dwane,1
nhyia,1
esi,1
wɔnnim,1
wɔhyiae,1
yɛnhwehwɛmu,1
rentumi,1
nware,1
nnwo,1
mmananom,1
yefta,1
afasɔ,1
timadi,1
ahohiahia,1
yɛhunusɛ,1
yawdie,1
george,1
hui,1
mobɛtumi,1
bɔs,1
china,1
osii,1
ɔkɔhwe,1
obehunu,1
abɔnten,1
kɔbɔɔ,1
anɔpatutututu,1
mihu,1
menka,1
m'abusua,1
wɔhunuu,1
akyerɛkyerɛ,1
maboa,1
atye,1
mɛka,1
orgtw,1
akenkan,1
wapɛdeɛ,1
wɔtete,1
wofiri,1
wogye,1
tirimpɔn,1
ɛni,1
bɛfire,1
wɔapɔn,1
kristen,1
filipifoɔ,1
aduasua,1
wɔsan,1
ɔtwa,1
kɛn,1
sɛnkyerɛnne,1
mpɔko,1
yɛnsuro,1
tinka,1
ntwa,1
dunaan,1
beresm,1
nkyekym,1
dumeinsan,1
dumsɔn,1
rekɔkɔ,1
pɔɔlo,1
twerɛɛ,1
romanfoɔ,1
kyea,1
wɔfiee,1
ahusiɛ,1
wɔsu,1
wɔatete,1
agyae,1
osua,1
woyare,1
wanhwɛ,1
nhwɛ,1
asɔrefie,1
yɛfefɛ,1
yɛkɔgyina,1
afã,1
masua,1
mebɔɔ,1
abosome,1
hebrifoɔ,1
wayi,1
kyirɛkyirɛ,1
afiease,1
buburoo,1
wɔsrɛɛ,1
wɔnyi,1
ntoboa,1
yɛnte,1
yɛyam,1
epitome,1
military,1
science,1
vegetius,1
september,1
wɔkyere,1
asɔre,1
mfɛfo,1
mpamfo,1
boaboa,1
ahurusi,1
mahu,1
drakma,1
ɔntene,1
moda,1
mɛtumi,1
nkwagyeda,1
ethiopia,1
ahenfie,1
panyin,1
ɔhunueɛ,1
mogya,1
asofo,1
nkitaho,1
social,1
media,1
monnyae,1
mobu,1
atɛn,1
yɛbɛ,1
aduasabaako,1
nwom,1
aduasanan,1
aduonumbaako,1
rɛpa,1
bɛhɔ,1
afasuo,1
ɔtamfoɔ,1
yɛsom,1
animnsɛm,1
adanseɛ,1
ɔwɛnaban,1
june,1
borɔfodi,1
akwantufoɔ,1
kanaan,1
ayaresa,1
ɔnyiniyɛ,1
ɔfiee,1
romani,1
mpim,1
nnyumekuo,1
akɛseɛ,1
awuo,1
dawuru,1
honi,1
kanefoɔ,1
amanyɔfoɔ,1
wagyidi,1
agokansie,1
nhyɛ,1
wɔnye,1
yɛbɛpɛnsɛpɛnsɛ,1
nsɛmbisa,1
kratafa,1
tuo,1
mmuɔne,1
ɔtwe,1
nsensan,1
monya,1
moasan,1
abɛhyia,1
ammasan,1
ahosodie,1
nkutoo,1
anye,1
nidasoɔ,1
woawofo,1
woadɔ,1
mbra,1
ɛmfomsoɔ,1
akɔdi,1
akotene,1
atɛm,1
nasuafo,1
sesaa,1
hwehwɛɛ,1
nasrifoɔ,1
yɛsusua,1
adekyeeɛ,1
ebɛtumi,1
birimbirim,1
adwenywen,1
bɛtɔ,1
awerehymu,1
bn,1
yudefoɔ,1
ɔreka,1
onuabaa,1
afifideɛ,1
kwayɛ,1
yayaayaw,1
nwonwa,1
safin,1
wɔagu,1
tumidie,1
wɔasɔre,1
atia,1
nnɔ,1
ɛsene,1
mankasa,1
mekɔ,1
toronto,1
akwammisa,1
kɔyɛ,1
sane,1
yɛbɛhunu,1
nfii,1
barima,1
john,1
worefam,1
wɔgye,1
n'ankasa,1
fiefo,1
wototo,1
gog,1
asɛhɔasɛm,1
ɔmantamu,1
adwo,1
monfa,1
kɔnnua,1
nto,1
monsua,1
dwo,1
bɛte,1
kasɛ,1
aduosia,1
soso,1
ɛsom,1
aduru,1
wɔabemubuiɛ,1
akokoɔduo,1
nabamu,1
ntem,1
dedaw,1
botan,1
dwankɔbea,1
wugye,1
mmerɛyɛ,1
woanfa,1
nsusuoyɛ,1
anadaa,1
megye,1
ɛkae,1
menkɔ,1
ntraso,1
ɛnno,1
mienu,1
wadwene,1
honyɛni,1
wadwen,1
asiesiedeɛ,1
adiesuɛ,1
wɔanante,1
rɛ,1
ɛnfida,1
moawu,1
ɛnna,1
mbuo,1
nyan,1
nnɔnhwerew,1
ɔpepem,1
ahenkyɛn,1
amanebɔ,1
yɛadwen,1
'meyɛ,1
abofra,1
ɛsi,1
mani,1
nkyekyemu,1
ntaa,1
ɔmuae,1
apono,1
ɔkɔm,1
bɛkum,1
hɔfoɔ,1
wɔasane,1
nyamesuro,1
ahopopoɔ,1
ɔwosɔ,1
abarimaa,1
serew,1
ɔhohoo,1
wunim,1
wosisi,1
wosisaa,1
w'abrabɔ,1
wosɔ,1
hyiaaeɛ,1
nnyam,1
asɛmti,1
ɛbɛyi,1
mɛne,1
anidaso,1
yɛnkyɛ,1
anwanwadie,1
ɛye,1
yɛbɛkyerɛ,1
suahu,1
winston,1
ɛyɛɛ,1
wohuu,1
wɔtetee,1
obɛhwɛ,1
ɛhaw,1
tɛse,1
nniɛma,1
kamee,1
neɛ,1
woto,1
boase,1
onipakumfoɔ,1
wanhyɛda,1
akoma,1
nsohweɛ,1
aduannan,1
jeanmarie,1
bockaert,1
animasem,1
afotuo,1
sɛnhwɛso,1
dɛɛdi,1
mpata,1
ɔsɔfopanyin,1
homedikan,1
mmrante,1
nasofoa,1
mpaepaemu,1
wɔkae,1
ahanu,1
amanman,1
nyi,1
gyiaeɛ,1
janyuari,1
armageddon,1
bɛnyane,1
nshiamu,1
tiewa,1
dã,1
ɔbɛkae,1
egyina,1
ahobrase,1
ɛsen,1
dwen,1
yɛresusuw,1
wonim,1
wɔda,1
kɔduba,1
siloam,1
abantenten,1
ɛdwuu,1
wuwuiɛ,1
ɔkyerɛɛ,1
wɔbɛsisi,1
wɔnu,1
habakuk,1
wobisaa,1
akɔpanyinfoɔ,1
adwenkyerɛ,1
yɛntesɛ,1
wɔsi,1
akan,1
mpataeyie,1
kɔdii,1
nhyehyɛɛ,1
anoanoano,1
ɛbɛhia,1
wobrɛ,1
